message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post4147727	0.7	Lord Delfos	Castellano (Argentina)	L1	post4147645	uguban	Germany, german	L2
post4144347	0.71	rocioteag	Español / México	L1	post4144303	Hiro Sasaki	Japan, Japanese	L2
post3897576	0.65	ToñoTorreón	Español de México	L1	post3897484	Sikundr	Inglés estadounidense	L2
post1259080	0.65	Fernando	Spain, Spanish	L1	post1259037	ryba	polski	L2
post4126938	0.63	RSalaya	España (Español)	L1	post4126620	MarX	Indonesian, Indonesia	L2
post4127267	0.86	lamartus	Spain Spanish	L1	post4127248	Argótide	español bajacaliforniano	L1
post3700952	0.54	RADIRO	Spanish	L1	post3700896	alumnafrancesa	france	L2
post4123570	0.75	RSalaya	España (Español)	L1	post4123426	Mayid	Argentina Español	L1
post4110528	0.68	lamartus	Spain Spanish	L1	post4110501	Sidjanga	German;southern tendencies	L2
post4115194	0.64	Talant	Spanish-ES	L1	post4115113	chuyujingtai	China, chino	L2
post4108380	0.71	Víctor Pérez	Español peninsular Français	L1	post4108322	krolaina	Spanish, Spain	L1
post4109654	0.72	Mangato	SPAIN (Galicia)	L2	post4109507	leejikaeul	corea and corean	L2
post4095020	0.74	Probo	Español	L1	post4094825	seasonses	China,chino	L2
post4087677	0.6	RSalaya	España (Español)	L1	post4086801	ramariel	Hebreo - Israel, Castellano - Uruguay	L1
post4076555	0.66	chics	Catalan - Spanish	L1	post4076492	valdo	Latvia, Latvian	L2
post4038225	0.71	chics	Catalan - Spanish	L1	post4037852	ptorres	Venezuela, Spanish	L1
post4069471	0.78	Zap Brannigan	Argentina, español	L1	post4069454	gvergara	Español	L1
post4070826	0.81	Domtom	español, català	L1	post4070687	tom29	French	L2
post4051086	0.73	Namarne	Spanish	L1	post4050855	ameifree	Taiwan , Chinese	L2
post4063076	0.66	Mañolandia	Spain Spanish	L1	post4063038	seasonses	China,chino	L2
post4041145	0.72	YaniraTfe	español (España)	L1	post4041077	Hiro Sasaki	Japan, Japanese	L2
post4037050	0.7	Probo	Español	L1	post4036943	alumnafrancesa	france	L2
post4033973	0.61	hilario	España  /castellano	L1	post4033867	Magda_m	polish	L2
post4008697	0.68	PABLO DE SOTO	Spain Spanish	L1	post4008217	ChocolateLover	English	L2
post3655511	0.56	Namarne	Spanish	L1	post3655367	Sonderling	Brasil - Español	L1
post4012167	0.56	Milhaud	Spanish (Spain)	L1	post4012055	smarthodas	arabic_egypt	L2
post4000929	0.72	ToñoTorreón	Español de México	L1	post4000611	solysombra	Argentina (Castellano)	L1
post3985967	0.69	lazarus78	Spain - Spanish	L1	post3985860	Hiro Sasaki	Japan, Japanese	L2
post3975436	0.74	Argónida	Español-Andalucía	L1	post3975419	irene.acler	Italiano	L2
post3983587	0.71	aleCcowaN	Castellano - Argentina	L1	post3982985	sigjak	Noruego/Norwegian	L2
post3940945	0.8	Exxcentrica	España	L1	post3940744	cion cion	Italian Italy	L2
post3953365	0.73	Rayines	Castellano/Argentina	L1	post3953254	alumnafrancesa	france	L2
post3922763	0.63	Black Horse	Mexico, Spanish	L1	post3922602	gustavo_arg_g	Argentina Español	L1
post3968534	0.73	labrapalabras	Mexico, Spanish	L1	post3968485	floraffo2	Argentina (live in U.S.A) - Español	L1
post3955403	0.68	astur_pecha	Español España	L1	post3955128	alumnafrancesa	france	L2
post3919969	0.75	Domtom	español, català	L1	post3919861	alumnafrancesa	france	L2
post3930314	0.65	norwegianwood	Venezuela - Español	L1	post3926644	MOMO2	Italian	L2
post3938095	0.77	Lohengrin	Spanish / Spain	L1	post3937781	weronika	Poland	L2
post3937731	0.68	aleCcowaN	Castellano - Argentina	L1	post3937340	Modosita	Spain	L2
post3934849	0.65	solysombra	Argentina (Castellano)	L1	post3934767	Sidjanga	German;southern tendencies	L2
post3932381	0.73	Ayutuxtepeque	Español salvadoreño	L1	post3931646	Ihintza	Spain Spanish	L1
post3932068	0.74	Lohengrin	Spanish / Spain	L1	post3931786	aallaa123	Polonia, polaco	L2
post3924784	0.72	chics	Catalan - Spanish	L1	post3923639	Maimai	French	L2
post3900403	0.73	tatius	Spanish (Spain) - French	L1	post3900283	sztrymsmasta	Belarus, Belarusian	L2
post3886068	0.71	Lohengrin	Spanish / Spain	L1	post3884825	Sidjanga	German;southern tendencies	L2
post3379119	0.7	grdsit	Español, El Salvador	L1	post3378986	Mikael Persson	Sweden Swedish	L2
post3889074	0.74	SerinusCanaria3075	México, D.F. (Spanish)	L1	post3888349	Magmod	England English	L2
post3883427	0.77	Argónida	Español-Andalucía	L1	post3883344	jazyk	Brazílie, portugalština	L2
post1014965	0.62	ashnecko	Spanish, Mexico	L1	post1014883	cacho	Argentino Spain	L2
post3873522	0.63	Domtom	español, català	L1	post3873442	Muria	Egipto, árabe	L2
post3873205	0.71	Domtom	español, català	L1	post3873037	Muria	Egipto, árabe	L2
post3872470	0.69	coquis14	Español ,Argentina	L1	post3872404	ChocolateLover	English	L2
post3869468	0.7	Antpax	Spanish    Spain	L1	post3869332	roseruf	Spain (en alguna carretera catalana); Spanish and Catalan	L1
post3860320	0.71	cabezadevaca	España/castellano	L1	post3858935	Fredau	Canada - français	L2
post3859967	0.75	aleCcowaN	Castellano - Argentina	L1	post3859707	Einat	hebrew	L2
post3835056	0.68	Namarne	Spanish	L1	post3835036	smarthodas	arabic_egypt	L2
post3794151	0.72	aleCcowaN	Castellano - Argentina	L1	post3793735	la italianilla	Italia	L2
post3827000	0.7	Hidrocálida	español  México	L1	post3826038	Hiro Sasaki	Japan, Japanese	L2
post3821915	0.53	ToñoTorreón	Español de México	L1	post3821825	la italianilla	Italia	L2
post3250856	0.67	yserien	Spanish	L1	post3250744	krolaina	Spanish, Spain	L1
post3814020	0.78	aguachirli	Spanien / Spanisch	L1	post3813937	smarthodas	arabic_egypt	L2
post3806899	0.76	Talant	Spanish-ES	L1	post3806842	fernandotorres	India -Marathi and English	L2
post3792911	0.67	Namarne	Spanish	L1	post3792761	Mirentchou	France, French.	L2
post3799364	0.92	sesohi	DF/Spanish- English	L1	post3799347	folkenth	Español	L1
post3780852	0.71	Little Chandler	español (ESP)	L1	post3779569	lessia	Russian; Russia	L2
post3778291	0.79	Domtom	español, català	L1	post3777658	ArgentinaPosta	EEUU, Ingles	L2
post3775525	0.68	lamartus	Spain Spanish	L1	post3775499	Sothus	Catalunya (Català)	L2
post3754914	0.74	alexacohen	Spanish. Spain	L1	post3754400	horusankh	México, Español	L1
post3761849	0.87	hosec	español	L1	post3761823	Zorgdoin	español España	L1
post3755543	0.62	María Madrid	Spanish Spain	L1	post3755035	cacarulo	Buenos Aires, Argentina * Español	L1
post3753903	0.73	Basalo	spanish	L1	post3753793	mamaol69	French	L2
post3754430	0.76	hosec	español	L1	post3754404	Rodopea	Bulgaria, bulgarian	L2
post3742288	0.68	Maruja14	Español - España (Madrid)	L1	post3741789	Duska Radivojevic	serbio Serbia	L2
post3737441	0.7	Ube	Spanish Cantabria Spain	L1	post3737401	mroma	Greece-greek	L2
post3734044	0.7	Fernando	Spain, Spanish	L1	post3733284	scriptum	Israel / Hebrew, Russian	L2
post3700540	0.67	María Madrid	Spanish Spain	L1	post3700294	madrileña	greek	L2
post3725538	0.78	lamartus	Spain Spanish	L1	post3723989	Crisipo de Soli	Castellano, Méjico	L1
post3725613	0.8	ToñoTorreón	Español de México	L1	post3725568	misorelos	Greece greek	L2
post3706110	0.74	Namarne	Spanish	L1	post3705944	C456	Spanish	L1
post3707753	0.76	chicaswing	cuba	L2	post3707569	alumnafrancesa	france	L2
post3694123	0.71	ToñoTorreón	Español de México	L1	post3694001	Omegasr	México-Español	L1
post3690069	0.71	lamartus	Spain Spanish	L1	post3689954	madrileña	greek	L2
post3688635	0.79	alumnafrancesa	france	L2	post3688422	Henrik Larsson	Spanish	L1
post3684742	0.74	Fernando	Spain, Spanish	L1	post3684025	scriptum	Israel / Hebrew, Russian	L2
post3678700	0.79	almohada	Español	L1	post3678659	Liuva Fernandez	español - Cuba	L1
post3675430	0.59	cacarulo	Buenos Aires, Argentina * Español	L1	post3675400	alumnafrancesa	france	L2
post3674624	0.71	Lumia	Catalan and Spanish	L1	post3674444	alumnafrancesa	france	L2
post3671342	0.87	Huinca	Spanish Argentina	L1	post3671007	Bryan05	Español peruano ribereño	L1
post3591091	0.58	Nora Gale	Spanish / Spain	L1	post3591045	smarthodas	arabic_egypt	L2
post3648103	0.73	Jaén	México, español/portugués/inglés	L1	post3648076	valdo	Latvia, Latvian	L2
post3667106	0.67	pejeman	Español	L1	post3667084	solysombra	Argentina (Castellano)	L1
post3654714	0.7	Talant	Spanish-ES	L1	post3654684	Hiro Sasaki	Japan, Japanese	L2
post3651152	0.76	ToñoTorreón	Español de México	L1	post3650628	seemoreglass	Spain; Spanish and Catalan	L1
post3639522	0.71	XiaoRoel	galego, español	L1	post3638523	Salmantina	Het Brabantsche land, the Netherlands	L2
post3600187	0.65	Lord Delfos	Castellano (Argentina)	L1	post3600100	SaraMaskk	Spanish (Colombia)	L1
post3584066	0.68	Domtom	español, català	L1	post3582493	krogui	France- français	L2
post3590354	0.71	Prog Lady	Spanish - Buenos Aires	L1	post3588809	Sidjanga	German;southern tendencies	L2
post3592076	0.71	Aurora2	España - español	L1	post3591206	pavlo	greek	L2
post3587652	0.69	YaniraTfe	español (España)	L1	post3587488	Hiro Sasaki	Japan, Japanese	L2
post3591440	0.69	Cristina.	Spain-Spanish	L1	post3591427	Einat	hebrew	L2
post3591690	0.83	Rayines	Castellano/Argentina	L1	post3591633	candy-man	Polish/Poland	L2
post3576752	0.61	Ayutuxtepeque	Español salvadoreño	L1	post3576139	Bev Mitchell	Canada (English)	L2
post3544139	0.73	tigger_uhuhu	spanish-mx ct	L1	post3543671	fernando el casir	Argentina - Spanish	L1
post3572165	0.7	Pax Commoditatis	Argentina, español/spanish	L1	post3572129	morrocotudo	francia,francés	L2
post3546692	0.67	frozST	Español - España	L1	post3546213	katia italia	italia italiano	L2
post3545318	0.7	XiaoRoel	galego, español	L1	post3545226	1225sra	EE. UU./ inglés	L2
post3476939	0.69	Ayutuxtepeque	Español salvadoreño	L1	post3476879	pepone	ARGENTINA	L2
post3533889	0.75	Rayines	Castellano/Argentina	L1	post3533229	Sidjanga	German;southern tendencies	L2
post3535160	0.67	Cristina.	Spain-Spanish	L1	post3534944	seasonses	China,chino	L2
post2496350	0.68	lamartus	Spain Spanish	L1	post2496226	lorre	hungría	L2
post3531716	0.62	pali1985	Spanish, English, French	L1	post3531527	ameifree	Taiwan , Chinese	L2
post3516753	0.68	Berenguer	Spain, Spanish	L1	post3516687	María Madrid	Spanish Spain	L1
post3513189	0.63	pali1985	Spanish, English, French	L1	post3513148	seasonses	China,chino	L2
post3503423	0.72	krolaina	Spanish, Spain	L1	post3501508	tigger_uhuhu	spanish-mx ct	L1
post3508821	0.77	Ayutuxtepeque	Español salvadoreño	L1	post3508744	Domtom	español, català	L1
post3503316	0.76	Ayutuxtepeque	Español salvadoreño	L1	post3503210	FELIPE1	Panama - spanish	L1
post3496936	0.72	tigger_uhuhu	spanish-mx ct	L1	post3496897	solysombra	Argentina (Castellano)	L1
post3476078	0.71	Ayutuxtepeque	Español salvadoreño	L1	post3475994	bb008	Caracas - Venezuela	L2
post3495667	0.66	tigger_uhuhu	spanish-mx ct	L1	post3495380	zahret el zenbak	Árabe	L2
post3492547	0.63	María Madrid	Spanish Spain	L1	post3492512	Calíope1	México, spanish	L1
post3488338	0.68	Surinam del Nord	Español - España	L1	post3488284	uguban	Germany, german	L2
post3470497	0.77	Antpax	Spanish    Spain	L1	post3470468	krolaina	Spanish, Spain	L1
post3474551	0.74	falbala84	Spain, Spanish	L1	post3474400	Patripeque	Spain, spanish	L1
post3428499	0.66	sarm	España/Español	L1	post3428472	bluesapphire	Filipino and English	L2
post3469693	0.78	clares3	español España	L1	post3469289	heidita	Germany (German, English, Spanish)	L1
post3469769	0.74	Domtom	español, català	L1	post3469665	basquiat	Romania, Romanian	L2
post3423879	0.72	Jellby	Spanish (Spain)	L1	post3423765	lauritaxx	Argentina- castellano	L1
post3451297	0.73	ROSANGELUS	Español	L1	post3449967	Argótide	español bajacaliforniano	L1
post560218	0.72	VenusEnvy	English, United States	L2	post560197	drei_lengua	English, United States	L2
post3427187	0.71	belén	Spanish, Spain, Catalan, Mallorca	L1	post3426865	Jaén	México, español/portugués/inglés	L1
post3437389	0.69	Fernando	Spain, Spanish	L1	post3437096	Silvia10975	italiano (Toscana-Italia)	L2
post3436016	0.71	Rayines	Castellano/Argentina	L1	post3435323	zahret el zenbak	Árabe	L2
post3108061	0.67	Eva Maria	Catalonia / Spain (Catalan / Spanish)	L1	post3107266	anderson1195	English, USA	L2
post3401663	0.77	Cristina.	Spain-Spanish	L1	post3401617	Antpax	Spanish    Spain	L1
post3413446	0.78	Antpax	Spanish    Spain	L1	post3412705	ordequin	Castellano/ España	L1
post3410836	0.65	Anakin59	Argentina - castellano	L1	post3410594	claracurtis	Chinese,China	L2
post3403227	0.65	Aviador	Castellano de Chile	L1	post3402801	bb008	Caracas - Venezuela	L2
post3369786	0.64	Geneva	Spanish, US	L1	post3369581	Aviador	Castellano de Chile	L1
post3398645	0.54	Bryan05	Español peruano ribereño	L1	post3398627	Hotu Matua	México, español	L1
post3398465	0.74	Víctor Pérez	Español peninsular Français	L1	post3398092	Sidjanga	German;southern tendencies	L2
post3383411	0.74	mirk	Native from Mexico, Spanish.  Living in	L1	post3383384	suecoloco	swedish	L2
post3380940	0.77	janecito	Slovene, Slovenia	L2	post3380539	irantzu	Español (Chile)	L1
post3379498	0.32	grdsit	Español, El Salvador	L1	post3379382	smarthodas	arabic_egypt	L2
post3374903	0.59	Víctor Pérez	Español peninsular Français	L1	post3374798	anir	polish	L2
post3367896	0.75	gdiaz	Chile - Español	L1	post3367448	Argótide	español bajacaliforniano	L1
post3371890	0.75	Surinam del Nord	Español - España	L1	post3371831	siouxie	USA English	L2
post3366474	0.72	Surinam del Nord	Español - España	L1	post3365706	Hiro Sasaki	Japan, Japanese	L2
post3354404	0.83	Cristina.	Spain-Spanish	L1	post3354348	madjohn	argentina, spanish	L1
post3353495	0.41	MadGato	ESPAÑA Español	L1	post3353388	zahret el zenbak	Árabe	L2
post3349391	0.65	sarm	España/Español	L1	post3349340	katia italia	italia italiano	L2
post3340665	0.63	trejosluna	CR - Español	L1	post3340559	Rockío	Venezuela Español	L1
post3328245	0.74	prunesita	Argentina Spanish	L1	post3328205	mohamedegsp	(egypt-arabic)(also english y poco de espanol)	L1
post3325048	0.62	lamartus	Spain Spanish	L1	post3324984	zahret el zenbak	Árabe	L2
post3315323	0.67	Pedro P. Calvo Morcillo	España, español.	L1	post3315202	rutilantetechnicolor	Español, México	L1
post3303731	0.74	Jellby	Spanish (Spain)	L1	post3303675	Ellouder	Spain	L2
post3294738	0.76	Violeta.74	México - Español	L1	post3294439	Hotu Matua	México, español	L1
post3286285	0.76	Eva Maria	Catalonia / Spain (Catalan / Spanish)	L1	post3286148	María Madrid	Spanish Spain	L1
post3285612	0.68	Anakin59	Argentina - castellano	L1	post3284848	Cristina Moreno	Lebanon-Arabic	L2
post3281891	0.73	ieracub	Chile/Español	L1	post3281404	Jakub Daniel	czech	L2
post3278682	0.72	krolaina	Spanish, Spain	L1	post3278606	Argótide	español bajacaliforniano	L1
post3267364	0.75	bb008	Caracas - Venezuela	L2	post3267315	dec-sev	Russian	L2
post3252936	0.76	ToñoTorreón	Español de México	L1	post3252922	Hiro Sasaki	Japan, Japanese	L2
post3260769	0.76	Aurora2	España - español	L1	post3260098	Jakub Daniel	czech	L2
post3259244	0.71	ToñoTorreón	Español de México	L1	post3259225	knela	México/Español	L1
post3256664	0.77	PABLO DE SOTO	Spain Spanish	L1	post3256345	bb008	Caracas - Venezuela	L2
post3250439	0.72	Domtom	español, català	L1	post3250389	epistolario	Tagalog	L2
post3239643	0.64	Hiro Sasaki	Japan, Japanese	L2	post3239329	Marcelot	España/Argentina - español	L1
post3231527	0.65	bb008	Caracas - Venezuela	L2	post3231456	Blue_skies	Argentina	L2
post1933740	0.67	martitasp	Español, España	L1	post1933679	Gévy	Français France	L2
post3233205	0.65	Germanio	Venezuela,  Spanish	L1	post3233144	azoo	Sweden, Swedish	L2
post3231824	0.6	Ube	Spanish Cantabria Spain	L1	post3230380	Schenker	Chile, español	L1
post3222450	0.73	Henrik Larsson	Spanish	L1	post3222429	smarthodas	arabic_egypt	L2
post3149284	0.78	Crisipo de Soli	Castellano, Méjico	L1	post3147245	roseruf	Spain (en alguna carretera catalana); Spanish and Catalan	L1
post3218130	0.76	ROSANGELUS	Español	L1	post3217800	emilita	Polish	L2
post3217607	0.72	Mocanu	Español/Català	L1	post3217404	morrocotudo	francia,francés	L2
post3200993	0.73	Crisipo de Soli	Castellano, Méjico	L1	post3199668	harreaza	Venezuela, español	L1
post160024	0.68	sergio11	Spanish (lunfardo)	L1	post159877	albertop9	España • español	L1
post3205951	0.74	bb008	Caracas - Venezuela	L2	post3205910	yserien	Spanish	L1
post3179510	0.75	mirx	Español	L1	post3179311	e.ma	Spain, Spanish	L1
post3185542	0.66	SpiceMan	Castellano, Argentina	L1	post3185476	encike	Slovakia, Slovak	L2
post3184975	0.78	ToñoTorreón	Español de México	L1	post3184941	emilita	Polish	L2
post3175258	0.52	sunce	Español, España	L1	post3174876	Daira Ziouva	Greek, Greece	L2
post3174405	0.72	yserien	Spanish	L1	post3174216	Jaén	México, español/portugués/inglés	L1
post3175276	0.6	Rayines	Castellano/Argentina	L1	post3174520	Sidjanga	German;southern tendencies	L2
post3175064	0.68	Víctor Pérez	Español peninsular Français	L1	post3174793	Sidjanga	German;southern tendencies	L2
post3169673	0.69	josé león	Ecuador, español	L1	post3169580	carlos marin	mexico español	L1
post1795839	0.62	dassin	Castellano	L1	post1795833	IonaK	English USA	L2
post3122039	0.73	Surinam del Nord	Español - España	L1	post3121909	tatis	Spanish, México	L1
post581133	0.62	belén	Spanish, Spain, Catalan, Mallorca	L1	post581055	Duska Radivojevic	serbio Serbia	L2
post1053858	0.63	diegodbs	Spain-Spanish	L1	post1053791	ignaciobeltran	Español - México	L1
post3106858	0.64	Surinam del Nord	Español - España	L1	post3106749	snuggleanddoodle	USA, Argentina - English, Español/Castellano	L1
post3110401	0.62	xeneize	Italian	L2	post3110326	Marcelot	España/Argentina - español	L1
post3100979	0.67	Pandorga	Español-España	L1	post3100186	Dersauberer	Switzerland/Spanish	L1
post3091415	0.56	Bocha	castellano	L1	post3091026	zahret el zenbak	Árabe	L2
post3067370	0.69	chaquira16	Sevilla, española	L1	post3067169	irene.acler	Italiano	L2
post3068521	0.74	Surinam del Nord	Español - España	L1	post3068493	Artajerjes	Spanish	L1
post3063593	0.76	Argónida	Español-Andalucía	L1	post3063556	mjmuak	Spanish Spain (Andalusia)	L1
post3056512	0.77	bb008	Caracas - Venezuela	L2	post3056344	Ness909	Perú - Spanish	L1
post3040216	0.72	totor	Castellano rioplatense	L1	post3039634	Rodopea	Bulgaria, bulgarian	L2
post3028452	0.75	mirk	Native from Mexico, Spanish.  Living in	L1	post3027843	santora	U.S. English	L2
post3027920	0.77	Rayines	Castellano/Argentina	L1	post3027354	JABON	Español	L1
post601520	0.65	Alundra	España - Castellano	L1	post601403	persephone09	U.S.	L2
post2918787	0.8	Rayines	Castellano/Argentina	L1	post2918380	Tilitili	México, Español	L1
post3013008	0.72	magdala	Española (Madrileña)	L1	post3012846	Crisanya	Spain	L2
post2981874	0.75	pejeman	Español	L1	post2981802	pepone	ARGENTINA	L2
post2975160	0.74	josé león	Ecuador, español	L1	post2974658	totor	Castellano rioplatense	L1
post2975547	0.58	mandarinita	Español Rioplatense - Argentina	L1	post2975386	gramatica	USA English	L2
post2967938	0.8	Lupita-	Argentina	L2	post2967868	gramatica	USA English	L2
post2973453	0.63	Eva Maria	Catalonia / Spain (Catalan / Spanish)	L1	post2973374	Yulia Alex	Moscu, ruso	L2
post2962237	0.64	Antpax	Spanish    Spain	L1	post2962221	ed-hipo	france	L2
post2961839	0.67	FXSI	México, castellano	L1	post2961674	licinio	Italian	L2
post2951489	0.7	Bocha	castellano	L1	post2951403	llunita	België - nederlands	L2
post2538493	0.83	lamartus	Spain Spanish	L1	post2538402	llunita	België - nederlands	L2
post2915845	0.64	astur_pecha	Español España	L1	post2915582	azoo	Sweden, Swedish	L2
post940618	0.68	Rayines	Castellano/Argentina	L1	post939481	milkalove	Bavarian	L2
post2905111	0.76	Namarne	Spanish	L1	post2904810	Cam367	Spanish (castellano)	L1
post2897707	0.66	Ube	Spanish Cantabria Spain	L1	post2897664	chuyujingtai	China, chino	L2
post2889253	0.71	Berenguer	Spain, Spanish	L1	post2886690	Nirshamay	Israel-Hebreo	L2
post2886874	0.6	Jellby	Spanish (Spain)	L1	post2886730	eclypse	english	L2
post2882364	0.66	RoimerG.	Venezuela, Español	L1	post2882076	josé león	Ecuador, español	L1
post2877271	0.73	Namarne	Spanish	L1	post2877146	Melita39	Canada - English, Français	L2
post2876852	0.66	eklir	Español	L1	post2876806	balibamba	France - french	L2
post2875948	0.7	Namarne	Spanish	L1	post2875780	Einat	hebrew	L2
post2868643	0.59	Namarne	Spanish	L1	post2868397	Philomela	Sweden/Swedish	L2
post2865502	0.61	Domtom	español, català	L1	post2864909	llunita	België - nederlands	L2
post2863133	0.74	ryba	polski	L2	post2862237	tekilaroumi	GREECE, GREEK	L2
post2855264	0.68	María Madrid	Spanish Spain	L1	post2855196	mirk	Native from Mexico, Spanish.  Living in	L1
post2855015	0.59	horusankh	México, Español	L1	post2854413	CitoyenDuMonde	English & USA	L2
post2827505	0.56	Gishak	Argentina - Español	L1	post2827215	gramatica	USA English	L2
post2830310	0.8	roal	Venezuela - Español	L1	post2829595	uguban	Germany, german	L2
post2823120	0.71	chics	Catalan - Spanish	L1	post2822911	EmilyD	U.S.,   English	L2
post2817610	0.69	TraductoraPobleSec	Catalan & Spanish	L1	post2817497	llunita	België - nederlands	L2
post2228904	0.77	JOSE FERNANDEZ ORTIZ	español	L1	post2228850	sigjak	Noruego/Norwegian	L2
post2808994	0.64	Miskisita	Bolivia Español	L1	post2808566	gramatica	USA English	L2
post2811022	0.69	Víctor Pérez	Español peninsular Français	L1	post2807020	Alessia28	Rumania	L2
post2809742	0.61	Bocha	castellano	L1	post2809446	Nong	Thai, Thailand	L2
post2732392	0.75	Berenguer	Spain, Spanish	L1	post2732337	totor	Castellano rioplatense	L1
post2803933	0.67	hosec	español	L1	post2803884	scriptum	Israel / Hebrew, Russian	L2
post2803583	0.74	hosec	español	L1	post2803529	magick777	United Kingdom, English	L2
post2794310	0.74	Crisipo de Soli	Castellano, Méjico	L1	post2794025	Miskisita	Bolivia Español	L1
post2705286	0.72	Crisipo de Soli	Castellano, Méjico	L1	post2703146	Salmantina	Het Brabantsche land, the Netherlands	L2
post2791103	0.78	Betildus	Chile - Español	L1	post2791030	Argónida	Español-Andalucía	L1
post2794053	0.72	mirk	Native from Mexico, Spanish.  Living in	L1	post2794014	solysombra	Argentina (Castellano)	L1
post2793229	0.72	Crisipo de Soli	Castellano, Méjico	L1	post2793114	gramatica	USA English	L2
post2782739	0.69	flljob	México español	L1	post2782590	bulltario	Argentina-español	L1
post2778954	0.69	ismael37	Spanish	L1	post2778767	Magda_m	polish	L2
post2764515	0.72	Domtom	español, català	L1	post2764315	Einat	hebrew	L2
post2753501	0.59	lamartus	Spain Spanish	L1	post2752839	Blask	Norway - norwegian	L2
post2724404	0.71	Rayines	Castellano/Argentina	L1	post2724248	Sagittarius_Girl	Spanish	L1
post2727919	0.78	Maruja14	Español - España (Madrid)	L1	post2727808	nonews	China, Chinese (mandarine)	L2
post2724494	0.7	nagusi	spain spanish	L1	post2724153	Adejo	Uk English	L2
post2723650	0.65	lillaspana	France - français	L2	post2723550	bubble34	Spain, Spanish	L1
post2715932	0.7	Luis Albornoz	Castellano - Argentina	L1	post2715800	madridpas	cuautla	L2
post2710247	0.67	Jellby	Spanish (Spain)	L1	post2710189	seasonses	China,chino	L2
post2456390	0.74	Rayines	Castellano/Argentina	L1	post2456269	Salmantina	Het Brabantsche land, the Netherlands	L2
post2702808	0.66	hosec	español	L1	post2702584	flljob	México español	L1
post2700354	0.66	BETOREYES	Colombia Español	L1	post2700224	MoonLight_lights	Spanish!	L1
post2695979	0.63	Guachipem	Spanish - Canary Islands	L1	post2693720	uguban	Germany, german	L2
post2692458	0.54	gonza_arg	Español-Argentina	L1	post2692359	Anggie	Español	L1
post2681368	0.51	Maruja14	Español - España (Madrid)	L1	post2681223	Salmantina	Het Brabantsche land, the Netherlands	L2
post2684116	0.72	Berenguer	Spain, Spanish	L1	post2684047	pequeñomar	Spanish (native)	L1
post2673056	0.6	Guachipem	Spanish - Canary Islands	L1	post2672409	Wernazuma	Österreich, Deutsch	L2
post2669417	0.72	Víctor Pérez	Español peninsular Français	L1	post2669268	emmab208	England	L2
post2657677	0.58	Artemisa47	Colombia - Español	L1	post2657525	dünü	german	L2
post2652574	0.77	hosec	español	L1	post2652512	epraes	Spanish - Spain	L1
post2639067	0.75	Crisipo de Soli	Castellano, Méjico	L1	post2638837	Sidjanga	German;southern tendencies	L2
post2491724	0.76	Dudu678	Español (España)	L1	post2491654	Crescent	Russian, (Ukraine)	L2
post2648450	0.64	Argónida	Español-Andalucía	L1	post2648381	dünü	german	L2
post2639434	0.55	Merylou	Spain, Spanish	L1	post2639388	Nong	Thai, Thailand	L2
post2634005	0.59	mirk	Native from Mexico, Spanish.  Living in	L1	post2633780	lrg1978	Spain-Spanish	L1
post2628042	0.63	replicante	Spain español	L1	post2627982	DEVALVER	PERU ESPAÑOL	L1
post2627786	0.54	jester.	Germany -> German	L2	post2626141	candy-man	Polish/Poland	L2
post2626227	0.69	Víctor Pérez	Español peninsular Français	L1	post2626173	DonManuel_CH	German / Switzerland	L2
post2610038	0.59	Berenguer	Spain, Spanish	L1	post2609899	DonManuel_CH	German / Switzerland	L2
post2622012	0.57	susantash	Español de Uruguay	L1	post2621855	IlPetaloCremisi	Italia	L2
post2614395	0.76	lazarus1907	Spanish, Spain	L1	post2614364	juan sinagua	Alicante-español	L1
post2610814	0.65	lamartus	Spain Spanish	L1	post2610753	Agu	Polish, Poland	L2
post2606915	0.68	ROSANGELUS	Español	L1	post2606723	Einat	hebrew	L2
post2597423	0.71	lamartus	Spain Spanish	L1	post2596274	Joan1	UK english	L2
post2594355	0.67	chicaswing	cuba	L2	post2591650	kazuha1555	Spain, spanish	L1
post2588615	0.67	mirx	Español	L1	post2588457	Berenguer	Spain, Spanish	L1
post2584514	0.68	AFOC	COLOMBIA ESPANOL	L1	post2583972	marina_esaghoolian	Farsi. armenian	L2
post2569468	0.7	Crisipo de Soli	Castellano, Méjico	L1	post2569300	totor	Castellano rioplatense	L1
post2561658	0.8	lamartus	Spain Spanish	L1	post2561488	Berenguer	Spain, Spanish	L1
post2562098	0.79	pumy	Spain, spanish	L1	post2561948	llunita	België - nederlands	L2
post2529567	0.7	Crisipo de Soli	Castellano, Méjico	L1	post2529457	totor	Castellano rioplatense	L1
post2550584	0.66	Jellby	Spanish (Spain)	L1	post2550123	Kong Ze	Spanish - Spain	L1
post2549999	0.8	luyansan	Spanish	L1	post2549914	licinio	Italian	L2
post2503981	0.63	yuggoth	Spain.Castellano.Catalán.	L1	post2500022	sigjak	Noruego/Norwegian	L2
post2549035	0.81	ampurdan	Català & español (Spain)	L1	post2548914	sigjak	Noruego/Norwegian	L2
post2521349	0.73	Bilma	Spanish Mexico	L1	post2521294	mirk	Native from Mexico, Spanish.  Living in	L1
post2515825	0.7	Berenguer	Spain, Spanish	L1	post2515715	Avié	España, español.	L1
